Label,Pulgar,Indice,Corazon,Anular,Mennique,Pulgar_std,Indice_std,Corazon_std,Anular_std,Mennique_std,Pitch_median,Roll_median,Pitch_range,Roll_range,A_mag_mean,A_mag_std,G_mag_mean,G_mag_std
R,2801.9,2559.5,2484.8,2894.3,3734.2,11.211155159036913,12.674778104566565,10.244998779892558,33.58883743150394,8.704022058795578,-0.6231337762357498,3.0741276290678883,0.0626858022858533,0.050332075897909334,0.9480833276401752,0.01637082315377853,7.0851237627355745,3.3576258378085724
R,2811.2727272727275,2554.6363636363635,2504.4545454545455,2888.5454545454545,3731.7272727272725,9.927838811698868,14.455403062037062,5.483257763636444,16.527462745182287,3.933328664142534,-0.5752263671977746,3.079942482950534,0.0971308160365798,0.054621138703230265,0.9496495387445515,0.028735928073765547,7.285319210378314,3.485453199067906
R,2812.5454545454545,2538.909090909091,2487.090909090909,2898.818181818182,3726.2727272727275,4.0757294129927075,2.538952735230717,8.027844106093212,12.712328889118783,13.524999809046605,-0.5274797329966132,3.047196194103747,0.09125854096607733,0.08266283932407514,0.9545649013853513,0.026567819691772535,8.353104498405543,4.514128402993991
R,2811.6363636363635,2552.4545454545455,2513.181818181818,2896.7272727272725,3729.818181818182,9.744674324262993,10.899237974727962,4.17390555754509,10.971789520823673,8.288197323666532,-0.6079130044247211,3.083347811861217,0.0417458136418456,0.055581292032756746,0.9477680517692854,0.01207145581332814,7.317833347400156,2.012845026244749
R,2813.6363636363635,2573.818181818182,2505.5454545454545,2899.5454545454545,3732.4545454545455,9.108165440194334,11.48768654467732,9.089090727236355,8.105706590966822,7.0628816725654655,-0.6720407263547254,3.1032330681404554,0.10826311186766624,6.269101731356726,0.9408732183393544,0.028241583024778878,12.022535524774892,5.6947993428676424
R,2808.4545454545455,2561.4545454545455,2498.6363636363635,2895.909090909091,3730.818181818182,2.807899129360091,5.598110661214783,5.313323344073621,5.247588978058841,4.302603478617903,-0.5740791986517585,3.0703593071786717,0.0963684051680721,0.10745454313369285,0.9579145569032086,0.017311893972908294,13.906852157032386,6.083956203199002
R,2810.0,2564.5454545454545,2504.818181818182,2898.2727272727275,3731.7272727272725,6.208498574168681,8.51056708252251,20.390809791838628,11.02139167166131,5.609908589287823,-0.7094377827807873,3.0814458965282405,0.23194964841612686,6.283185307179586,0.9250281373769381,0.07591406365721887,20.781972547127868,12.1492438880131
R,2807.909090909091,2546.818181818182,2487.090909090909,2900.5454545454545,3727.4545454545455,3.3153786416019035,4.38630475702357,2.6095818353467863,11.788774601779876,3.9396270327309906,-0.6708091321254519,3.0615142042148795,0.3093249899832585,6.149603225976821,0.9772772143256827,0.06371221515403083,20.595603300253746,10.288608977824799
R,2807.5454545454545,2538.181818181818,2483.0,2893.2727272727275,3727.909090909091,5.4165342217331744,3.242282636386728,4.729020655869074,7.556946342043784,4.316028171079716,-0.7852547391071861,3.1186339093201676,0.07437848207467801,6.283185307179586,0.9429465419711469,0.01272080911954935,7.180333087054619,4.407878941049615
R,2803.818181818182,2536.7272727272725,2486.6363636363635,2888.090909090909,3725.090909090909,3.2141217326661247,3.1069104528427385,2.931730090290382,8.511538109633037,4.440608997025387,-0.7888716774947697,3.096836485179969,0.038012552579493986,6.2682610421895015,0.9478771822829529,0.012200299477058318,6.92151846300702,1.6327743770199712
R,2802.0,2542.818181818182,2506.909090909091,2884.0,3721.4545454545455,4.08989886516436,16.258246477169568,32.628639247960585,8.707363654871767,6.597019111464267,-0.8119932268040297,3.074803956354181,0.3115169110815694,6.2516742715553555,0.9204606020034432,0.03197311619875516,33.04015502011903,32.57998766492252
R,2762.2727272727275,2543.6363636363635,2621.4545454545455,2841.0,3672.909090909091,7.640691414345707,8.498906103651086,11.711405756500303,30.50186283431942,15.204392579745114,-0.4093708585344959,2.942776308977317,0.19634274801540091,0.1717235976125342,0.9780502661797043,0.02068034878355509,27.24589796037685,10.372726465724067
