Label,Pulgar,Indice,Corazon,Anular,Mennique,Pulgar_std,Indice_std,Corazon_std,Anular_std,Mennique_std,Pitch_median,Roll_median,Pitch_range,Roll_range,A_mag_mean,A_mag_std,G_mag_mean,G_mag_std
W,2824.3,2516.9,2539.6,2734.6,3722.1,5.496362433464518,6.759437846448476,5.257375771237966,9.329523031752482,6.487680633323438,-0.6309018056987168,-2.3360618734290597,0.46004881000559145,4.760666046076297,1.124959204983431,0.36502984415393563,126.75863394121397,63.83001238725652
W,2825.5454545454545,2507.818181818182,2522.7272727272725,2720.3636363636365,3715.0,4.539996723339553,3.880444721893281,3.7195040991779607,3.0532464770448486,6.179143806533246,-0.6725211169679035,-2.32476534554131,0.5573068404049942,5.449064742805778,1.0937645925674513,0.39665982408829503,123.76102684967002,51.329167761763514
W,2829.4545454545455,2512.818181818182,2525.6363636363635,2720.090909090909,3717.818181818182,7.290886420277607,5.765385452984701,6.285231279070401,6.5706585453064195,6.938930777185957,-0.7162416300559172,-2.356194490192345,0.38250006284802573,4.516086316274547,1.1232127492465984,0.4291073524537863,133.78488111084658,64.68594975848032
W,2823.090909090909,2509.6363636363635,2524.909090909091,2713.4545454545455,3717.818181818182,4.660365679264108,5.850761058074213,7.3044761551275155,3.2575405213034396,3.3795691446256555,-0.6425806767727333,-2.3341412664082064,0.5301950828324264,5.523443100952739,1.1146207991436952,0.3730555911875211,134.85090841794823,54.85248553032158
W,2820.2727272727275,2510.6363636363635,2534.5454545454545,2719.6363636363635,3707.4545454545455,6.634495378370524,9.94779762992545,5.821022034029863,7.425664675149869,6.569400641868969,-0.6778825841781586,-2.4004562555768976,0.30147429990654884,4.849252520452463,1.0816554328362282,0.3536403888357104,139.4874858682196,59.10491118480123
W,2817.4545454545455,2515.2727272727275,2539.4545454545455,2725.3636363636365,3711.818181818182,7.487731011626909,4.919181548534066,4.94264626147934,5.050161604484054,7.40783592271395,-0.5928819296213493,-2.3195629233227253,0.7494853615143855,5.385550976551964,1.1613759583230476,0.4612872027589997,141.21294391089822,58.34790683492866
W,2816.818181818182,2518.2727272727275,2540.3636363636365,2730.2727272727275,3711.3636363636365,4.588883441499623,4.11407581781264,10.54231928314489,3.5698461665585204,5.693261204309518,-0.6311415054765104,-0.3292543818512631,0.5733148382361983,5.622543020247694,1.0874890827120134,0.45242402122586656,151.3111104762993,55.98134721877595
W,2813.4545454545455,2513.909090909091,2538.6363636363635,2725.909090909091,3708.6363636363635,3.774643544004853,12.273063968445438,7.968948000294955,5.484764774181221,7.264768372366199,-0.5632233155315607,-2.282974054151114,0.23351652099604392,4.653492074148458,1.1702222649683447,0.38857412493931864,145.74994810251948,59.82489639032296
W,2814.2727272727275,2510.090909090909,2536.818181818182,2724.6363636363635,3708.909090909091,5.206480386645946,9.069975899081394,6.873112062340291,3.7724534402266228,5.071391156720492,-0.6559444305861633,-2.3482267704289708,0.565037457455292,5.426563253768215,1.1335668089662245,0.3694269746649947,128.5993186790438,61.88230502563507
W,2814.818181818182,2513.3636363636365,2542.909090909091,2729.909090909091,3709.181818181818,6.547979311043312,5.677270907634908,7.513074004143412,10.924988416507654,1.8982375470746453,-0.5762789192483799,-0.3250867997829645,0.4051766348463968,4.846710422337658,1.0927104796241884,0.4389576377276929,162.89671695694068,67.12676593319807
